loan_id,cust_id,loan_status,outstanding_amt
10827,82199,Defaulted,13858
10828,48196,Closed,21312
10829,10263,Defaulted,38270
10830,83709,Closed,30689
10831,24498,Active,19452
10832,39008,Closed,11547
10833,99672,Closed,33286
10834,57529,Active,34883
10835,407,Closed,35235
10836,36184,Defaulted,17321
10837,6177,Active,33262
10838,25240,Active,15402
10839,96917,Closed,40065
10840,6436,Closed,36941
10841,43816,Defaulted,18952
10842,44899,Active,16472
10843,39067,Defaulted,5165
10844,4127,Defaulted,8281
10845,58617,Defaulted,18307
10846,41514,Active,34124
10847,67359,Defaulted,6770
10848,16482,Active,33687
10849,82314,Active,45506
10850,36524,Active,46854
10851,9191,Closed,14485
10852,85928,Defaulted,20945
10853,60446,Defaulted,10535
10854,20894,Defaulted,48384
10855,90914,Active,46921
10856,56239,Defaulted,41693
10857,12567,Defaulted,36157
10858,87240,Closed,14453
10859,12023,Closed,23723
10860,31182,Defaulted,39189
10861,8437,Closed,16947
10862,46708,Closed,32075
10863,19572,Closed,28839
10864,52282,Defaulted,37734
10865,45942,Defaulted,32418
10866,50901,Active,43639
10867,45486,Closed,49290
10868,53439,Defaulted,44312
10869,13879,Active,38370
10870,18764,Active,3206
10871,67965,Defaulted,18976
10872,66147,Active,9919
10873,55692,Active,45748
10874,79825,Defaulted,18545
10875,50223,Closed,38819
10876,80360,Closed,5407
10877,12123,Closed,45615
10878,60766,Active,10793
10879,29388,Defaulted,25586
10880,41206,Active,37663
10881,33225,Defaulted,49397
10882,27365,Defaulted,16570
10883,27046,Closed,28972
10884,48676,Active,20764
10885,4917,Defaulted,15986
10886,33266,Defaulted,14530
10887,56749,Active,27635
10888,53824,Active,31480
10889,70666,Defaulted,9108
10890,70325,Active,40323
10891,73017,Defaulted,3420
10892,72208,Closed,41755
10893,15786,Closed,46817
10894,80063,Active,41466
10895,13586,Defaulted,36445
10896,70473,Active,44942
10897,36953,Closed,23519
10898,81076,Closed,2600
10899,35851,Defaulted,31241
10900,69856,Closed,46931
10901,32414,Closed,6457
10902,43793,Defaulted,17905
10903,5235,Defaulted,7236
10904,1881,Active,4986
10905,85334,Active,19153
10906,44182,Active,5898
10907,15347,Active,48468
10908,67754,Closed,6987
10909,1335,Closed,24538
10910,6551,Active,4862
10911,53276,Defaulted,13731
10912,41942,Defaulted,36422
10913,47714,Closed,49108
10914,33549,Defaulted,38046
10915,89981,Active,43351
10916,45726,Defaulted,42158
10917,70092,Closed,18445
10918,66315,Closed,1599
10919,54392,Closed,30021
10920,47572,Defaulted,40137
10921,64205,Active,25392
10922,97577,Closed,8794
10923,76349,Closed,43592
10924,36874,Defaulted,37671
10925,70933,Active,4049
10926,48508,Closed,25285
10927,61615,Closed,3947
10928,78236,Closed,36426
10929,27874,Defaulted,35806
10930,54224,Active,26207
10931,40276,Closed,28995
10932,41194,Closed,39219
10933,63140,Active,13815
10934,49277,Defaulted,41834
10935,65877,Closed,42395
10936,76915,Active,19165
10937,96848,Defaulted,36350
10938,69478,Defaulted,2977
10939,25236,Active,47062
10940,10232,Closed,29610
10941,65135,Closed,45312
10942,93744,Active,28292
10943,73306,Closed,22932
10944,21091,Active,6967
10945,12710,Defaulted,33098
10946,39302,Active,28448
10947,848,Defaulted,43673
10948,7547,Active,26610
10949,15878,Defaulted,45004
10950,1434,Closed,2199
10951,62880,Active,42969
10952,42364,Defaulted,45134
10953,46934,Closed,45410
10954,53661,Active,18636
10955,74711,Defaulted,29199
10956,39776,Closed,46060
10957,22922,Active,21851
10958,21899,Defaulted,19888
10959,22932,Defaulted,12038
10960,73690,Active,6815
10961,1456,Active,32443
10962,74940,Active,18233
10963,31050,Closed,30896
10964,17128,Closed,31221
10965,58791,Closed,39170
10966,38027,Closed,41629
10967,25442,Defaulted,40357
10968,21602,Closed,9802
10969,9089,Active,41467
10970,38494,Defaulted,27158
10971,56384,Active,27595
10972,77658,Active,6100
10973,98855,Defaulted,20101
10974,41984,Defaulted,1920
10975,74000,Active,44723
10976,14804,Closed,35393
10977,62382,Active,21716
10978,42504,Closed,34846
10979,35425,Closed,40125
10980,10440,Closed,6209
10981,51212,Closed,34849
10982,87275,Active,31695
10983,83766,Defaulted,27510
10984,22961,Defaulted,31279
10985,97283,Closed,34922
10986,64080,Closed,48517
10987,6659,Defaulted,18967
10988,62032,Closed,14029
10989,73014,Active,2972
10990,40915,Defaulted,21010
10991,99531,Closed,5787
10992,96523,Defaulted,49606
10993,24743,Defaulted,27704
10994,9179,Defaulted,26914
10995,11633,Closed,43880
10996,34686,Active,15979
10997,11011,Closed,18933
10998,86281,Active,47574
10999,46730,Closed,17585
11000,53175,Closed,29910
11001,71121,Closed,23567
11002,66730,Closed,12663
11003,77269,Active,25003
11004,80884,Defaulted,9085
11005,92973,Closed,38421
11006,97812,Active,19568
11007,17795,Active,13101
11008,66999,Defaulted,5943
11009,77286,Active,40442
11010,19731,Defaulted,33035
11011,83248,Closed,36269
11012,60615,Closed,4591
11013,82161,Active,38034
11014,37133,Active,3561
11015,87886,Defaulted,38569
11016,68595,Closed,1285
11017,80538,Active,39438
11018,96263,Defaulted,45187
11019,76923,Closed,37943
11020,18658,Defaulted,37385
11021,77918,Defaulted,24536
11022,28411,Defaulted,33094
11023,85921,Defaulted,45058
11024,83513,Closed,12254
11025,27761,Closed,1605
11026,22718,Active,35606
11027,44227,Defaulted,31433
11028,90960,Closed,27141
11029,14536,Defaulted,29116
11030,97813,Active,34480
11031,46219,Defaulted,49040
11032,45549,Defaulted,2894
11033,4916,Active,26039
11034,81349,Active,27653
11035,94332,Defaulted,21825
11036,20786,Closed,42886
11037,83156,Defaulted,6077
11038,16657,Closed,39981
11039,77244,Closed,26299
11040,76507,Defaulted,6999
11041,50483,Defaulted,45637
11042,88861,Closed,31525
11043,30931,Closed,40468
11044,62322,Closed,40509
11045,75893,Defaulted,28614
11046,53402,Defaulted,11178
11047,3960,Closed,39873
11048,93116,Active,13939
11049,33198,Active,36411
11050,37822,Defaulted,10793
11051,74279,Active,18602
11052,63352,Closed,43636
11053,37263,Defaulted,21180
11054,87424,Defaulted,45663
11055,98360,Closed,16468
11056,58239,Closed,1276
11057,45776,Active,42494
11058,21212,Defaulted,10467
11059,24048,Closed,21040
11060,20385,Closed,30989
11061,466,Closed,37194
11062,8348,Defaulted,7707
11063,28074,Closed,23373
11064,61316,Defaulted,39401
11065,85491,Active,48507
11066,91454,Active,24461
11067,41112,Active,38354
11068,57480,Active,31186
11069,12383,Closed,15792
11070,21273,Defaulted,5076
11071,4776,Defaulted,34949
11072,74473,Defaulted,20362
11073,95073,Closed,4220
11074,76431,Defaulted,21564
11075,76199,Defaulted,36925
11076,48898,Closed,12434
11077,40669,Defaulted,28353
11078,33400,Defaulted,8574
11079,58774,Active,8938
11080,51120,Active,4551
11081,74167,Closed,38651
11082,35589,Closed,19497
11083,28087,Active,17882
11084,19195,Active,43866
11085,27875,Active,11141
11086,54865,Active,36931
11087,2536,Closed,5550
11088,95796,Closed,5552
11089,10024,Active,39545
11090,38067,Defaulted,40015
11091,3871,Active,1978
11092,36424,Defaulted,35110
11093,14985,Closed,32496
11094,7935,Defaulted,35501
11095,96243,Defaulted,2366
11096,21953,Active,1074
11097,94791,Closed,10386
11098,2839,Closed,43445
11099,38376,Closed,43626
11100,41657,Defaulted,16106
11101,87786,Active,27428
11102,8132,Defaulted,11026
11103,52348,Closed,48612
11104,34656,Closed,18173
11105,85269,Defaulted,15216
11106,65214,Closed,31131
11107,77625,Defaulted,13341
11108,44529,Closed,5734
11109,82351,Closed,12924
11110,83737,Active,25929
11111,60148,Active,26939
11112,62644,Active,9164
11113,16288,Active,43113
11114,57194,Closed,41986
11115,92659,Defaulted,33270
11116,11453,Active,12983
11117,51139,Defaulted,28000
11118,62679,Closed,41850
11119,244,Defaulted,40036
11120,9567,Closed,44860
11121,38445,Defaulted,6997
11122,89751,Active,42033
11123,94215,Defaulted,27692
11124,95575,Defaulted,41698
11125,54767,Defaulted,43091
11126,65789,Active,29668
11127,74696,Active,21034
11128,90815,Active,8453
11129,7665,Active,49591
11130,30305,Closed,23401
11131,68174,Closed,8958
11132,6293,Closed,2695
11133,30111,Active,20688
11134,45782,Active,16647
11135,55419,Active,46028
11136,38702,Defaulted,1029
11137,94525,Active,17462
11138,24397,Closed,19702
11139,25951,Defaulted,3558
11140,54754,Closed,1091
11141,85864,Active,24660
11142,83307,Closed,16344
11143,59090,Active,14142
11144,85742,Active,29770
11145,31942,Active,27512
11146,2596,Active,25426
11147,96885,Active,46962
11148,97702,Active,23793
11149,51292,Active,48482
11150,2199,Closed,38434
11151,74303,Defaulted,7116
11152,39821,Active,32345
11153,85969,Active,29605
11154,6170,Active,30354
11155,80020,Closed,44817
11156,12480,Closed,7930
11157,56339,Active,23870
11158,8974,Defaulted,23759
11159,69695,Defaulted,15259
11160,13066,Defaulted,7006
11161,21447,Closed,2514
11162,77615,Defaulted,49826
11163,51603,Defaulted,16674
11164,89323,Defaulted,24539
11165,71551,Active,23082
11166,42769,Defaulted,12425
11167,22373,Closed,16748
11168,89533,Active,20781
11169,284,Active,18349
11170,69736,Defaulted,45605
11171,30899,Active,10824
11172,28867,Defaulted,30182
11173,18155,Defaulted,34528
11174,9286,Defaulted,19461
11175,49028,Closed,2817
11176,275,Active,20805
11177,64830,Active,49875
11178,64751,Defaulted,19253
11179,74882,Closed,29095
11180,22299,Active,18943
11181,56399,Defaulted,8775
11182,65915,Closed,27089
11183,56259,Closed,39535
11184,76301,Defaulted,11501
11185,49348,Closed,41494
11186,19514,Defaulted,45950
11187,55585,Active,25270
11188,52771,Closed,34401
11189,4304,Closed,7689
11190,19397,Active,7217
11191,40579,Defaulted,18119
11192,67896,Closed,30910
11193,35882,Active,12432
11194,52959,Active,13797
11195,71161,Closed,29577
11196,32146,Closed,38196
11197,146,Defaulted,6849
11198,51765,Closed,10527
11199,28551,Defaulted,41914
11200,75097,Defaulted,12760
11201,44591,Closed,28977
11202,29147,Active,44907
11203,80559,Closed,6289
11204,15651,Active,19343
11205,19890,Closed,49585
11206,41449,Defaulted,8950
11207,14722,Closed,15064
11208,13415,Closed,20652
11209,65733,Defaulted,49353
11210,49162,Active,35478
11211,7603,Active,46232
11212,67645,Active,2350
11213,20299,Defaulted,10785
11214,48138,Defaulted,18666
11215,33345,Active,42945
11216,36810,Defaulted,19502
11217,22353,Closed,4328
11218,66517,Closed,6729
11219,47430,Active,43855
11220,64629,Closed,39246
11221,12542,Defaulted,15640
11222,15892,Active,22137
11223,14522,Defaulted,4908
11224,38592,Closed,40527
11225,90896,Defaulted,39328
11226,11364,Active,4945
11227,57747,Closed,20003
11228,3992,Active,39638
11229,80841,Closed,15503
11230,94141,Active,11833
11231,3075,Defaulted,12549
11232,18659,Closed,41709
11233,24043,Closed,9542
11234,95350,Active,6367
11235,32861,Closed,35286
11236,99048,Active,39168
11237,3925,Closed,43205
11238,71265,Active,13961
11239,22916,Active,37483
11240,52478,Active,9638
11241,35684,Defaulted,39856
11242,26803,Active,35654
11243,74435,Closed,19924
11244,48062,Active,49838
11245,9582,Closed,27722
11246,35687,Defaulted,42410
11247,84661,Active,48334
11248,51095,Defaulted,38437
11249,42000,Closed,21758
11250,60127,Closed,26168
11251,75993,Closed,46698
11252,50078,Active,17801
11253,87955,Active,40132
11254,26105,Defaulted,47710
11255,28324,Closed,27003
11256,83121,Closed,33897
11257,82742,Closed,42008
11258,25650,Active,11741
11259,21280,Closed,41603
11260,30923,Active,2688
11261,65349,Active,15056
11262,89980,Closed,13250
11263,97029,Active,8437
11264,88627,Active,12320
11265,40896,Defaulted,19740
11266,1844,Closed,6123
11267,20126,Active,11585
11268,50933,Defaulted,35249
11269,86396,Defaulted,38187
11270,7019,Active,27740
11271,55952,Active,47668
11272,59387,Defaulted,2340
11273,75514,Closed,36680
11274,98,Active,49879
11275,60804,Closed,40929
11276,65929,Active,46289
11277,54235,Closed,47264
11278,36021,Defaulted,41880
11279,76701,Closed,36804
11280,41304,Defaulted,13898
11281,43051,Defaulted,33582
11282,86523,Active,40178
11283,97293,Closed,5174
11284,990,Closed,10794
11285,4719,Active,5122
11286,7365,Active,44748
11287,51033,Defaulted,46922
11288,42216,Active,42357
11289,91016,Closed,8951
11290,97656,Defaulted,13672
11291,90908,Defaulted,16080
11292,33199,Closed,26361
11293,10576,Active,24673
11294,25883,Closed,37897
11295,91009,Closed,15636
11296,50964,Active,11612
11297,10023,Active,25175
11298,82183,Closed,6541
11299,83280,Active,29276
11300,52557,Defaulted,49055
11301,38175,Defaulted,28282
11302,35008,Active,18320
11303,45048,Closed,21549
11304,65738,Active,21832
11305,45202,Active,30063
11306,72500,Defaulted,26135
11307,68084,Closed,15828
11308,36236,Closed,10115
11309,71265,Closed,22427
11310,10120,Active,14693
11311,91493,Closed,18831
11312,92853,Active,7218
11313,98402,Defaulted,16033
11314,24659,Active,19721
11315,96381,Defaulted,24145
11316,39703,Closed,15650
11317,66976,Defaulted,21374
11318,37878,Defaulted,35590
11319,5519,Defaulted,49107
11320,59244,Defaulted,2566
11321,5927,Defaulted,17196
11322,61,Closed,18375
11323,6142,Defaulted,32773
11324,56900,Closed,24973
11325,85406,Active,9056
11326,38780,Defaulted,47263
11327,31867,Active,35182
11328,83969,Active,3500
11329,76081,Closed,22872
11330,76205,Defaulted,40096
11331,83177,Active,20052
11332,18154,Closed,29313
11333,6724,Defaulted,7418
11334,80095,Defaulted,40806
11335,82905,Defaulted,26942
11336,14083,Defaulted,12861
11337,49775,Active,6373
11338,98501,Closed,42980
11339,62361,Active,23626
11340,20537,Defaulted,35360
11341,17383,Closed,1738
11342,71863,Closed,39284
11343,9801,Defaulted,27998
11344,61491,Closed,9279
11345,89031,Closed,49781
11346,32241,Defaulted,29224
11347,37754,Defaulted,7326
11348,98682,Active,41221
11349,79703,Closed,36500
11350,83406,Closed,8857
11351,12133,Active,14920
11352,60729,Defaulted,10294
11353,52414,Defaulted,38267
11354,9020,Closed,34551
11355,4201,Defaulted,18718
11356,71968,Defaulted,35863
11357,27947,Active,31944
11358,51748,Active,18036
11359,21391,Active,5991
11360,90778,Closed,34840
11361,42065,Defaulted,28449
11362,2170,Active,6169
11363,90366,Defaulted,29344
11364,46669,Active,43723
11365,26525,Active,40170
11366,10521,Active,22795
11367,8545,Closed,43880
11368,42249,Defaulted,46308
11369,22448,Active,12644
11370,17853,Closed,27082
11371,27461,Active,28107
11372,53191,Defaulted,22825
11373,19762,Active,7829
11374,47108,Active,8714
11375,34724,Closed,1135
11376,41086,Closed,48959
11377,72552,Active,32481
11378,52865,Active,41339
11379,6878,Active,12893
11380,76839,Closed,45926
11381,33789,Active,15385
11382,97750,Active,23835
11383,73208,Closed,1806
11384,43696,Defaulted,25909
11385,67890,Defaulted,47153
11386,75241,Defaulted,6372
11387,38728,Active,16656
11388,71660,Active,10340
11389,51041,Closed,15584
11390,50823,Active,22564
11391,63746,Defaulted,26319
11392,27286,Defaulted,24494
11393,6065,Defaulted,5672
11394,77526,Closed,8423
11395,12659,Active,36552
11396,43706,Active,2027
11397,52690,Closed,39427
11398,55036,Defaulted,18172
11399,9904,Closed,5324
11400,37222,Closed,10301
11401,711,Active,49163
11402,81098,Active,6464
11403,85967,Defaulted,47880
11404,54573,Closed,21220
11405,80744,Closed,26923
11406,86162,Closed,16620
11407,66973,Active,41479
11408,38884,Closed,26689
11409,55716,Defaulted,21449
11410,31620,Defaulted,17863
11411,5806,Closed,1932
11412,72976,Closed,7180
11413,92401,Defaulted,48076
11414,21149,Defaulted,48503
11415,30737,Active,42862
11416,26993,Active,19123
11417,60393,Defaulted,5508
11418,95967,Closed,5482
11419,11886,Active,12669
11420,24774,Defaulted,22361
11421,22550,Defaulted,11902
11422,88532,Defaulted,7612
11423,9970,Active,7590
11424,29288,Closed,12718
11425,37228,Closed,6315
11426,64078,Closed,29524
11427,31680,Active,34065
11428,62253,Defaulted,9369
11429,52660,Active,21717
11430,92683,Defaulted,12834
11431,60682,Closed,28368
11432,86860,Active,29072
11433,69826,Closed,10260
11434,48150,Active,11509
11435,5169,Active,35802
11436,40925,Active,47771
11437,69050,Defaulted,36672
11438,53161,Defaulted,30543
11439,17622,Closed,6033
11440,59012,Active,3609
11441,18923,Active,4627
11442,71159,Closed,16877
11443,39410,Active,40019
11444,32607,Active,33900
11445,56214,Closed,24582
11446,45742,Active,12633
11447,48057,Defaulted,30324
11448,95766,Active,9868
11449,63146,Closed,19323
11450,4728,Active,10834
11451,35691,Defaulted,32953
11452,83111,Active,37604
11453,67521,Active,38589
11454,3044,Defaulted,19804
11455,55212,Defaulted,32400
11456,83260,Closed,43052
11457,86967,Active,34625
11458,93036,Closed,28946
11459,55948,Closed,21694
11460,96695,Active,34993
11461,84487,Closed,46557
11462,1443,Closed,26619
11463,203,Closed,40626
11464,74559,Active,40768
11465,5885,Closed,29606
11466,82896,Closed,17270
11467,37971,Closed,31526
11468,98210,Defaulted,19451
11469,61519,Defaulted,21039
11470,78845,Closed,26169
11471,51285,Closed,8027
11472,64101,Closed,35304
11473,80975,Defaulted,2479
11474,45980,Active,36405
11475,26318,Active,21145
11476,54320,Active,48012
11477,36739,Closed,8666
11478,34047,Closed,10040
11479,42762,Closed,38016
11480,14517,Defaulted,11916
11481,78108,Closed,9438
11482,34255,Closed,20115
11483,17337,Defaulted,7916
11484,60115,Closed,6926
11485,68530,Defaulted,15601
11486,64274,Closed,24162
11487,4795,Active,14908
11488,60745,Defaulted,28075
11489,25902,Active,13544
11490,88642,Closed,49730
11491,65092,Active,47455
11492,76088,Defaulted,25887
11493,7527,Active,35325
11494,67469,Active,24171
11495,89264,Defaulted,49881
11496,52390,Defaulted,32084
11497,99455,Active,42294
11498,79801,Active,9972
11499,10025,Defaulted,18119
11500,75819,Closed,20921
11501,65385,Closed,8822
11502,32642,Defaulted,44598
11503,83316,Defaulted,14271
11504,79571,Defaulted,33046
11505,93258,Defaulted,40030
11506,98847,Defaulted,6330
11507,31408,Active,27379
11508,14333,Defaulted,28905
11509,89478,Closed,49674
11510,11648,Closed,47093
11511,99654,Active,10394
11512,2082,Closed,49128
11513,67223,Active,32972
11514,82823,Active,5036
11515,38746,Active,48930
11516,16511,Active,25358
11517,96098,Active,26432
11518,60390,Closed,45037
11519,14097,Closed,19454
11520,836,Active,20351
11521,14622,Closed,8662
11522,59364,Active,45256
11523,24199,Defaulted,18395
11524,98614,Defaulted,10434
11525,21927,Closed,9280
11526,59724,Active,30075
11527,5094,Active,32592
11528,43338,Active,27388
11529,33089,Defaulted,26242
11530,33159,Closed,3823
11531,11093,Active,43143
11532,51603,Defaulted,21374
11533,73288,Defaulted,36294
11534,39914,Defaulted,47481
11535,12624,Active,10014
11536,60177,Closed,32154
11537,93041,Active,42872
11538,22035,Active,3856
11539,76516,Defaulted,30817
11540,55320,Active,44105
11541,40263,Active,45273
11542,99218,Defaulted,41257
11543,36629,Active,8878
11544,91971,Active,31683
11545,60283,Defaulted,40445
11546,36136,Active,7167
11547,96739,Active,17891
11548,56229,Defaulted,44430
11549,30663,Closed,47651
11550,50358,Defaulted,46247
11551,24828,Defaulted,11249
11552,69621,Active,33221
11553,53417,Defaulted,35751
11554,77014,Active,6872
11555,39589,Defaulted,33843
11556,88309,Defaulted,8636
11557,63817,Closed,11649
11558,18564,Closed,30129
11559,99497,Active,46947
11560,38420,Closed,32620
11561,41581,Active,49378
11562,83122,Closed,45711
11563,34253,Closed,36915
11564,78172,Defaulted,32353
11565,21064,Closed,21920
11566,99243,Active,2554
11567,19182,Defaulted,3100
11568,5549,Closed,27802
11569,99593,Closed,7673
11570,41654,Defaulted,4449
11571,58587,Defaulted,18169
11572,6994,Defaulted,49488
11573,76828,Active,7567
11574,19146,Active,13885
11575,50851,Defaulted,7599
11576,30411,Closed,42626
11577,1350,Defaulted,9115
11578,77247,Active,7143
11579,82182,Active,39099
11580,41252,Active,46012
11581,54487,Active,18992
11582,72286,Closed,39971
11583,79370,Closed,17949
11584,9395,Active,37415
11585,80932,Closed,30406
11586,42928,Closed,42949
11587,60907,Active,48392
11588,71741,Closed,13477
11589,95293,Active,34396
11590,53738,Active,40007
11591,29578,Active,12478
11592,10865,Active,17790
11593,84402,Defaulted,24069
11594,23668,Active,33812
11595,39966,Defaulted,43769
11596,98331,Defaulted,45467
11597,74321,Defaulted,3091
11598,24681,Closed,38711
11599,52301,Defaulted,39227
11600,61555,Closed,41024
11601,91839,Active,37176
11602,56300,Closed,22076
11603,94349,Active,44056
11604,59505,Closed,4163
11605,3010,Defaulted,41051
11606,59069,Defaulted,35454
11607,47154,Active,46442
11608,58114,Active,30979
11609,38175,Defaulted,4015
11610,35470,Active,30995
11611,9554,Active,1488
11612,67862,Closed,36449
11613,43411,Closed,2682
11614,3935,Active,15540
11615,16574,Defaulted,13671
11616,42260,Closed,17149
11617,7770,Active,19819
11618,80076,Closed,34325
11619,49429,Defaulted,38856
11620,35171,Defaulted,26224
11621,29243,Closed,39329
11622,13922,Closed,10921
11623,53094,Closed,30219
11624,46250,Active,44498
11625,97997,Defaulted,4708
11626,9586,Active,26243
11627,67895,Closed,41699
11628,94587,Closed,37003
11629,32673,Defaulted,28168
11630,67321,Active,49923
11631,33070,Active,16391
11632,90773,Active,42935
11633,10507,Defaulted,20804
11634,71197,Closed,43358
11635,84807,Defaulted,20546
11636,38031,Defaulted,7294
11637,6616,Active,41486
11638,5910,Active,41315
11639,30307,Defaulted,49725
11640,62785,Defaulted,25065
11641,27624,Defaulted,30978
11642,1986,Closed,18863
11643,37208,Active,7895
11644,80544,Active,42742
11645,25595,Defaulted,39053
11646,48554,Active,32150
11647,94556,Active,12312
11648,1937,Closed,48834
11649,25351,Closed,12905
11650,83603,Defaulted,33565
11651,91010,Defaulted,2764
11652,42264,Defaulted,20909
11653,70915,Defaulted,10017
11654,58767,Defaulted,3580
11655,56414,Active,20358
11656,13262,Closed,28506
11657,28417,Defaulted,6011
11658,3275,Closed,9165
11659,24645,Defaulted,25504
11660,84537,Closed,11144
11661,4089,Defaulted,38411
11662,42746,Closed,25825
11663,58970,Closed,40675
11664,23141,Defaulted,40101
11665,55642,Closed,43573
11666,77616,Defaulted,22470
11667,74713,Closed,24569
11668,90370,Active,35153
11669,85482,Closed,4814
11670,2460,Defaulted,47025
11671,90096,Active,9658
11672,83645,Closed,31010
11673,30245,Closed,23578
11674,31468,Active,48251
11675,90706,Closed,20433
11676,40940,Active,48621
11677,68609,Active,41907
11678,78517,Active,4077
11679,23008,Closed,26376
11680,8750,Defaulted,17410
11681,70989,Defaulted,20574
11682,37605,Defaulted,47503
11683,17229,Closed,11199
11684,26029,Defaulted,18910
11685,19208,Closed,41558
11686,2901,Defaulted,33292
11687,55310,Defaulted,12210
11688,54750,Defaulted,14241
11689,14035,Active,24980
11690,15185,Closed,8301
11691,50780,Active,5731
11692,94284,Defaulted,38727
11693,40057,Closed,19340
11694,4622,Closed,18956
11695,11690,Closed,2247
11696,51848,Defaulted,20447
11697,36328,Closed,20325
11698,43134,Defaulted,29931
11699,51784,Defaulted,35107
11700,26915,Defaulted,47467
11701,5579,Defaulted,3381
11702,9626,Active,15374
11703,32381,Closed,39780
11704,44284,Active,27840
11705,37175,Defaulted,48756
11706,54543,Closed,38114
11707,12401,Closed,26526
11708,83550,Closed,18304
11709,44765,Closed,14872
11710,21223,Defaulted,42200
11711,90098,Active,38033
11712,37561,Defaulted,46692
11713,24188,Active,32328
11714,60748,Closed,34817
11715,73655,Defaulted,23990
11716,76762,Defaulted,48144
11717,16637,Defaulted,17419
11718,74759,Closed,10804
11719,55693,Active,18725
11720,5318,Closed,9253
11721,83007,Closed,44389
11722,61446,Active,27814
11723,73959,Active,36171
11724,48766,Active,35772
11725,39223,Defaulted,1283
11726,59130,Defaulted,22194
11727,22300,Active,42641
11728,36405,Closed,37550
11729,41667,Active,11192
11730,55418,Closed,3013
11731,873,Defaulted,47028
11732,92815,Closed,36242
11733,27057,Defaulted,38678
11734,466,Active,23219
11735,18316,Active,5097
11736,57938,Active,26364
11737,91194,Active,24914
11738,93339,Closed,30552
11739,33668,Closed,38837
11740,96720,Closed,41470
11741,79806,Closed,7640
11742,41745,Closed,30944
11743,26087,Defaulted,13465
11744,19813,Active,29180
11745,63550,Defaulted,40041
11746,93284,Closed,33302
11747,79874,Closed,40875
11748,5240,Closed,12016
11749,50181,Closed,33269
11750,21027,Defaulted,39954
11751,7624,Active,40403
11752,48252,Active,32452
11753,41666,Active,6897
11754,1607,Defaulted,44442
11755,44673,Defaulted,46990
11756,67910,Defaulted,14415
11757,39762,Defaulted,5026
11758,53864,Active,27209
11759,23294,Closed,23127
11760,16393,Closed,48178
11761,54428,Active,16875
11762,74779,Active,29793
11763,53305,Closed,31761
11764,84970,Closed,40967
11765,57603,Closed,15439
11766,80269,Defaulted,25444
11767,79649,Active,12536
11768,77511,Defaulted,35513
11769,45,Active,39580
11770,26613,Active,16230
11771,78893,Closed,8291
11772,11335,Active,32755
11773,4668,Closed,8622
11774,29951,Closed,31751
11775,77112,Active,8045
11776,57814,Active,11341
11777,14044,Closed,16353
11778,66508,Defaulted,39500
11779,84467,Active,35278
11780,73307,Closed,6236
11781,38250,Closed,30131
11782,67138,Defaulted,6954
11783,33335,Active,22971
11784,66909,Closed,11088
11785,76688,Defaulted,1648
11786,57099,Active,36838
11787,74746,Closed,7092
11788,73206,Closed,46791
11789,85779,Defaulted,28972
11790,93132,Closed,40675
11791,11038,Defaulted,26002
11792,2419,Active,40921
11793,8808,Defaulted,5220
11794,15967,Defaulted,19607
11795,31903,Defaulted,38028
11796,62912,Defaulted,17405
11797,96558,Closed,5595
11798,303,Active,28380
11799,32260,Active,36908
11800,50549,Defaulted,19683
11801,27258,Active,13334
11802,34747,Closed,4575
11803,97396,Active,48115
11804,20253,Closed,10049
11805,24604,Defaulted,48666
11806,60475,Closed,3354
11807,64807,Defaulted,16605
11808,95572,Closed,14439
11809,21649,Closed,38112
11810,22700,Closed,23822
11811,99802,Closed,17826
11812,49713,Active,34943
11813,74508,Defaulted,34345
11814,82475,Active,38554
11815,19068,Defaulted,4784
11816,2264,Active,9489
11817,58228,Defaulted,20052
11818,50646,Defaulted,42332
11819,67376,Closed,47073
11820,96033,Defaulted,13694
11821,69051,Defaulted,13434
11822,33531,Defaulted,15871
11823,36642,Active,13253
11824,51788,Active,31565
11825,74760,Defaulted,1398
11826,86601,Defaulted,16705
11827,26301,Active,39322
11828,4030,Active,17993
11829,84049,Defaulted,11431
11830,79278,Active,2533
11831,6253,Closed,34618
11832,46981,Defaulted,15666
11833,30072,Closed,10335
11834,33119,Closed,30736
11835,54017,Defaulted,20868
11836,57785,Defaulted,46946
11837,1760,Defaulted,13547
11838,5729,Defaulted,4262
11839,3370,Closed,36516
11840,49122,Active,38214
11841,6066,Active,7591
11842,62860,Active,5321
11843,94764,Active,40787
11844,33408,Defaulted,11068
11845,64033,Active,12182
11846,26733,Defaulted,16491
11847,29805,Defaulted,41348
11848,2619,Closed,30378
11849,30131,Defaulted,18120
11850,72816,Defaulted,5372
11851,68512,Closed,3448
11852,69223,Defaulted,37955
11853,39463,Closed,41828
11854,8670,Defaulted,47578
11855,89639,Closed,11079
11856,29645,Defaulted,27681
11857,74578,Active,17359
11858,68951,Active,47667
11859,43434,Closed,36637
11860,33226,Defaulted,42232
11861,33541,Active,31265
11862,1874,Defaulted,30785
11863,35971,Defaulted,45785
11864,64849,Defaulted,27613
11865,33565,Defaulted,1433
11866,85104,Active,6107
11867,66005,Closed,48838
11868,14242,Closed,11022
11869,97433,Active,25882
11870,56524,Closed,30682
11871,1830,Defaulted,21729
11872,777,Defaulted,21226
11873,78452,Active,34983
11874,91185,Closed,38399
11875,15259,Defaulted,25436
